STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
13,221,960204,13221960204,9602.04,Census Tract 9602.04,G5020,S,56805722,528917,+33.9813390,-083.2146320
13,221,960206,13221960206,9602.06,Census Tract 9602.06,G5020,S,126264475,808278,+33.8807034,-083.0448301
13,221,960205,13221960205,9602.05,Census Tract 9602.05,G5020,S,127060640,1390120,+33.9575357,-083.1351227
13,221,960203,13221960203,9602.03,Census Tract 9602.03,G5020,S,111205495,1238620,+33.8940049,-083.2040757
13,153,020900,13153020900,209,Census Tract 209,G5020,S,5106205,8782,+32.6089600,-083.6318937
13,295,020602,13295020602,206.02,Census Tract 206.02,G5020,S,78546431,353480,+34.7389128,-085.2161388
13,295,020902,13295020902,209.02,Census Tract 209.02,G5020,S,210943989,609948,+34.6522754,-085.1393945
13,295,020301,13295020301,203.01,Census Tract 203.01,G5020,S,24461654,0,+34.9603585,-085.3258475
13,295,020800,13295020800,208,Census Tract 208,G5020,S,333076553,232992,+34.6887832,-085.3864836
13,295,020601,13295020601,206.01,Census Tract 206.01,G5020,S,68898390,112397,+34.8134313,-085.2381570
13,295,020302,13295020302,203.02,Census Tract 203.02,G5020,S,24386196,0,+34.9250016,-085.3348371
13,295,020400,13295020400,204,Census Tract 204,G5020,S,67145952,20972,+34.8755088,-085.4066127
13,295,020200,13295020200,202,Census Tract 202,G5020,S,5477439,5613,+34.9720208,-085.2891023
13,251,970200,13251970200,9702,Census Tract 9702,G5020,S,529094757,8883887,+32.8990190,-081.5953409
13,251,970500,13251970500,9705,Census Tract 9705,G5020,S,331723589,4674901,+32.5961874,-081.5314258
13,251,970600,13251970600,9706,Census Tract 9706,G5020,S,273141358,4729740,+32.6687257,-081.7329238
13,251,970300,13251970300,9703,Census Tract 9703,G5020,S,185189763,2879871,+32.7649113,-081.7166735
13,055,010202,13055010202,102.02,Census Tract 102.02,G5020,S,47653550,59906,+34.5402417,-085.2789235
13,195,020502,13195020502,205.02,Census Tract 205.02,G5020,S,54270797,643742,+34.0720261,-083.2892251
13,121,011641,13121011641,116.41,Census Tract 116.41,G5020,S,8857614,250376,+34.0996099,-084.3083087
13,121,011654,13121011654,116.54,Census Tract 116.54,G5020,S,1712545,3318,+34.0754160,-084.3143145
13,121,011647,13121011647,116.47,Census Tract 116.47,G5020,S,8094481,34899,+34.0601602,-084.3172449
13,121,011643,13121011643,116.43,Census Tract 116.43,G5020,S,2553768,9196,+34.0964538,-084.2624178
13,121,011640,13121011640,116.40,Census Tract 116.40,G5020,S,3609609,14543,+34.0769205,-084.2789308
13,121,011434,13121011434,114.34,Census Tract 114.34,G5020,S,4050202,38487,+34.0285678,-084.3113684
13,121,011636,13121011636,116.36,Census Tract 116.36,G5020,S,1743146,0,+34.0724480,-084.2589740
13,121,011646,13121011646,116.46,Census Tract 116.46,G5020,S,5985308,40899,+34.0521393,-084.2914055
13,121,001206,13121001206,12.06,Census Tract 12.06,G5020,S,202711,0,+33.7795463,-084.3849538
13,015,960902,13015960902,9609.02,Census Tract 9609.02,G5020,S,36656197,172819,+34.1724938,-084.8702772
13,015,960802,13015960802,9608.02,Census Tract 9608.02,G5020,S,13851421,4258630,+34.1106699,-084.6975654
13,015,960801,13015960801,9608.01,Census Tract 9608.01,G5020,S,19439405,4684977,+34.1222127,-084.6749820
13,097,080602,13097080602,806.02,Census Tract 806.02,G5020,S,24268827,121335,+33.7207328,-084.6327881
13,289,060200,13289060200,602,Census Tract 602,G5020,S,486550184,6063099,+32.5951862,-083.4521910
13,111,050400,13111050400,504,Census Tract 504,G5020,S,114491903,5684242,+34.8629431,-084.3316568
13,111,050100,13111050100,501,Census Tract 501,G5020,S,114058585,229829,+34.9461829,-084.2324068
13,111,050500,13111050500,505,Census Tract 505,G5020,S,397004084,6806087,+34.7885625,-084.1949508
13,111,050200,13111050200,502,Census Tract 502,G5020,S,97900598,723780,+34.9495478,-084.3528536
13,111,050300,13111050300,503,Census Tract 503,G5020,S,279142351,29644,+34.9172580,-084.5177439
13,121,009103,13121009103,91.03,Census Tract 91.03,G5020,S,722375,0,+33.8039645,-084.3971840
13,121,000501,13121000501,5.01,Census Tract 5.01,G5020,S,1253179,0,+33.7920657,-084.3932073
13,121,011428,13121011428,114.28,Census Tract 114.28,G5020,S,3199666,101654,+34.0315996,-084.2819235
13,121,011432,13121011432,114.32,Census Tract 114.32,G5020,S,1838548,11209,+33.9997010,-084.2815601
13,121,011639,13121011639,116.39,Census Tract 116.39,G5020,S,2131324,0,+34.0640122,-084.2836337
13,121,011637,13121011637,116.37,Census Tract 116.37,G5020,S,3486639,22000,+34.0474487,-084.2725605
13,121,011638,13121011638,116.38,Census Tract 116.38,G5020,S,3073910,2959,+34.0463434,-084.2396867
13,121,011650,13121011650,116.50,Census Tract 116.50,G5020,S,2721778,13926,+34.0654107,-084.2413566
13,063,040306,13063040306,403.06,Census Tract 403.06,G5020,S,4368201,10953,+33.6042708,-084.3869129
13,135,050549,13135050549,505.49,Census Tract 505.49,G5020,S,3952039,58046,+34.0000719,-084.0288710
13,305,970201,13305970201,9702.01,Census Tract 9702.01,G5020,S,30303543,281319,+31.6551937,-081.9166657
13,305,970202,13305970202,9702.02,Census Tract 9702.02,G5020,S,28489206,706144,+31.6471104,-081.8851278
13,067,030367,13067030367,303.67,Census Tract 303.67,G5020,S,2811501,19457,+34.0351329,-084.4765802
13,067,031317,13067031317,313.17,Census Tract 313.17,G5020,S,6176430,0,+33.8013587,-084.5544585
13,067,030909,13067030909,309.09,Census Tract 309.09,G5020,S,3504511,27393,+33.9073366,-084.5863344
13,067,031516,13067031516,315.16,Census Tract 315.16,G5020,S,3347393,69858,+33.8854939,-084.6959374
13,067,030245,13067030245,302.45,Census Tract 302.45,G5020,S,2305552,31663,+34.0481130,-084.6315945
13,067,031006,13067031006,310.06,Census Tract 310.06,G5020,S,1995218,0,+33.9067538,-084.5527644
13,067,031221,13067031221,312.21,Census Tract 312.21,G5020,S,4595615,0,+33.8337250,-084.5088667
13,067,030241,13067030241,302.41,Census Tract 302.41,G5020,S,4800802,53605,+34.0093157,-084.6617405
13,067,030251,13067030251,302.51,Census Tract 302.51,G5020,S,5248612,36775,+33.9586268,-084.6270273
13,067,030270,13067030270,302.70,Census Tract 302.70,G5020,S,4227537,0,+33.9136290,-084.6355170
13,067,030508,13067030508,305.08,Census Tract 305.08,G5020,S,6060520,31619,+33.9839024,-084.5213926
13,067,030912,13067030912,309.12,Census Tract 309.12,G5020,S,5203822,2563,+33.9399249,-084.5563214
13,067,031315,13067031315,313.15,Census Tract 313.15,G5020,S,7206713,19392,+33.8240864,-084.5354420
13,067,030357,13067030357,303.57,Census Tract 303.57,G5020,S,2176788,8847,+33.9988961,-084.4656727
13,067,031122,13067031122,311.22,Census Tract 311.22,G5020,S,2341764,6546,+33.8913573,-084.5114413
13,067,030910,13067030910,309.10,Census Tract 309.10,G5020,S,1824427,0,+33.9255647,-084.5613937
13,067,031007,13067031007,310.07,Census Tract 310.07,G5020,S,2736216,0,+33.9110589,-084.5626895
13,067,031219,13067031219,312.19,Census Tract 312.19,G5020,S,572921,3809,+33.8569667,-084.4771181
13,067,031510,13067031510,315.10,Census Tract 315.10,G5020,S,3933175,33296,+33.8833004,-084.6460122
13,067,030268,13067030268,302.68,Census Tract 302.68,G5020,S,6729814,9953,+33.9135913,-084.7072365
13,067,030256,13067030256,302.56,Census Tract 302.56,G5020,S,8156092,69736,+33.9750850,-084.6024632
13,067,031417,13067031417,314.17,Census Tract 314.17,G5020,S,4722937,0,+33.8111053,-084.6380101
13,067,031513,13067031513,315.13,Census Tract 315.13,G5020,S,6756900,5541,+33.8527257,-084.6826678
13,067,031511,13067031511,315.11,Census Tract 315.11,G5020,S,12082317,21515,+33.8587560,-084.7122347
13,067,031512,13067031512,315.12,Census Tract 315.12,G5020,S,12634607,28338,+33.8259984,-084.6970610
13,067,030264,13067030264,302.64,Census Tract 302.64,G5020,S,4596692,81272,+33.9856605,-084.6622744
13,067,030265,13067030265,302.65,Census Tract 302.65,G5020,S,4365424,34746,+33.9915642,-084.6468702
13,067,030250,13067030250,302.50,Census Tract 302.50,G5020,S,9203963,104859,+33.9742875,-084.6378884
13,067,030269,13067030269,302.69,Census Tract 302.69,G5020,S,5067932,17214,+33.9142850,-084.6941394
13,067,030263,13067030263,302.63,Census Tract 302.63,G5020,S,6335753,68311,+33.9409913,-084.6550530
13,067,030911,13067030911,309.11,Census Tract 309.11,G5020,S,1591039,0,+33.9181175,-084.5712725
13,067,031121,13067031121,311.21,Census Tract 311.21,G5020,S,1004613,6625,+33.8943861,-084.4980478
13,127,000101,13127000101,1.01,Census Tract 1.01,G5020,S,3185880,8381943,+31.1331271,-081.3585938
13,067,030247,13067030247,302.47,Census Tract 302.47,G5020,S,2757692,10879,+34.0425921,-084.5690036
13,067,031514,13067031514,315.14,Census Tract 315.14,G5020,S,2957712,0,+33.8724023,-084.6880260
13,067,031515,13067031515,315.15,Census Tract 315.15,G5020,S,8852977,32599,+33.8993367,-084.7134913
13,067,030109,13067030109,301.09,Census Tract 301.09,G5020,S,11812749,1851386,+34.0641520,-084.7190535
13,067,030110,13067030110,301.10,Census Tract 301.10,G5020,S,6224462,83460,+34.0429427,-084.6822243
13,067,030267,13067030267,302.67,Census Tract 302.67,G5020,S,3652613,69506,+34.0117643,-084.7033711
13,067,031413,13067031413,314.13,Census Tract 314.13,G5020,S,2195006,0,+33.8495653,-084.6167465
13,067,031414,13067031414,314.14,Census Tract 314.14,G5020,S,5743750,43856,+33.8360567,-084.6007976
13,067,030255,13067030255,302.55,Census Tract 302.55,G5020,S,3185907,6439,+34.0594006,-084.6132845
13,067,031415,13067031415,314.15,Census Tract 314.15,G5020,S,3039467,12326,+33.8326387,-084.6186135
13,067,030348,13067030348,303.48,Census Tract 303.48,G5020,S,5315108,41263,+34.0464588,-084.5459083
13,067,031220,13067031220,312.20,Census Tract 312.20,G5020,S,1972918,36928,+33.8450680,-084.5083032
13,067,031325,13067031325,313.25,Census Tract 313.25,G5020,S,3787122,20374,+33.8431810,-084.5576225
13,067,030254,13067030254,302.54,Census Tract 302.54,G5020,S,1263808,12541,+34.0615606,-084.6256328
13,067,031215,13067031215,312.15,Census Tract 312.15,G5020,S,2662589,0,+33.8381405,-084.4921868
13,067,030366,13067030366,303.66,Census Tract 303.66,G5020,S,3511719,24149,+33.9714293,-084.4541656
13,067,030370,13067030370,303.70,Census Tract 303.70,G5020,S,4306175,116718,+33.9904162,-084.4121739
13,067,030604,13067030604,306.04,Census Tract 306.04,G5020,S,3400053,92007,+34.0011415,-084.5525120
13,067,030355,13067030355,303.55,Census Tract 303.55,G5020,S,1604390,84433,+33.8789142,-084.4565092
13,067,031318,13067031318,313.18,Census Tract 313.18,G5020,S,2788606,15098,+33.7863383,-084.5604073
13,067,030365,13067030365,303.65,Census Tract 303.65,G5020,S,4140998,55046,+33.9567390,-084.4475506
13,067,031316,13067031316,313.16,Census Tract 313.16,G5020,S,6438016,190747,+33.7972152,-084.5305410
13,067,030368,13067030368,303.68,Census Tract 303.68,G5020,S,2714367,15355,+34.0279203,-084.4889103
13,067,030362,13067030362,303.62,Census Tract 303.62,G5020,S,3388888,13907,+34.0212020,-084.4950591
13,067,030112,13067030112,301.12,Census Tract 301.12,G5020,S,1428907,1293,+34.0715341,-084.6525605
13,067,030274,13067030274,302.74,Census Tract 302.74,G5020,S,3407317,76152,+34.0679172,-084.5972639
13,067,030272,13067030272,302.72,Census Tract 302.72,G5020,S,1818429,33931,+34.0723915,-084.5824783
13,067,030347,13067030347,303.47,Census Tract 303.47,G5020,S,4539613,21930,+34.0716402,-084.5458621
13,067,030273,13067030273,302.73,Census Tract 302.73,G5020,S,2691068,43569,+34.0598553,-084.5706959
13,067,030510,13067030510,305.10,Census Tract 305.10,G5020,S,2223021,31825,+33.9782867,-084.4954910
13,067,030275,13067030275,302.75,Census Tract 302.75,G5020,S,1176831,36309,+34.0571302,-084.5882687
13,067,031517,13067031517,315.17,Census Tract 315.17,G5020,S,3750741,33058,+33.8969345,-084.6154241
13,067,030356,13067030356,303.56,Census Tract 303.56,G5020,S,2506664,309704,+33.8892338,-084.4480402
13,067,031120,13067031120,311.20,Census Tract 311.20,G5020,S,4705852,7212,+33.8536821,-084.5768047
13,067,030346,13067030346,303.46,Census Tract 303.46,G5020,S,4134538,52797,+34.0624052,-084.5377067
13,067,030363,13067030363,303.63,Census Tract 303.63,G5020,S,5130239,19442,+34.0583095,-084.5097659
13,067,030364,13067030364,303.64,Census Tract 303.64,G5020,S,3334856,136406,+34.0493113,-084.4953941
13,067,030359,13067030359,303.59,Census Tract 303.59,G5020,S,4046418,76041,+34.0192143,-084.4396550
13,067,030908,13067030908,309.08,Census Tract 309.08,G5020,S,2600656,0,+33.8980590,-084.6000892
13,067,031412,13067031412,314.12,Census Tract 314.12,G5020,S,4040315,0,+33.8577837,-084.6031847
13,067,030266,13067030266,302.66,Census Tract 302.66,G5020,S,6945114,64015,+34.0147673,-084.7238167
13,067,030349,13067030349,303.49,Census Tract 303.49,G5020,S,4194696,19522,+34.0237239,-084.5380328
13,067,030360,13067030360,303.60,Census Tract 303.60,G5020,S,2559447,68212,+34.0211987,-084.4141967
13,067,030276,13067030276,302.76,Census Tract 302.76,G5020,S,7156480,92993,+33.9547647,-084.7121980
13,051,004500,13051004500,45,Census Tract 45,G5020,S,6165477,2124,+32.0490295,-081.1314223
13,067,030253,13067030253,302.53,Census Tract 302.53,G5020,S,9789494,15753,+33.9572783,-084.6821778
13,067,030277,13067030277,302.77,Census Tract 302.77,G5020,S,3733893,44087,+33.9585243,-084.7305643
13,067,030252,13067030252,302.52,Census Tract 302.52,G5020,S,9648830,81983,+33.9739740,-084.6930963
13,067,030358,13067030358,303.58,Census Tract 303.58,G5020,S,3868983,7228,+33.9839640,-084.4699895
13,067,030353,13067030353,303.53,Census Tract 303.53,G5020,S,2968920,82643,+33.9134415,-084.4536934
13,067,031410,13067031410,314.10,Census Tract 314.10,G5020,S,4179770,0,+33.8806746,-084.6033584
13,067,031213,13067031213,312.13,Census Tract 312.13,G5020,S,2596045,151909,+33.8393641,-084.4683124
13,067,031323,13067031323,313.23,Census Tract 313.23,G5020,S,3856334,2518,+33.8059134,-084.6079351
13,067,031217,13067031217,312.17,Census Tract 312.17,G5020,S,2220704,15387,+33.8766159,-084.4849986
13,067,031321,13067031321,313.21,Census Tract 313.21,G5020,S,9652904,201022,+33.7658488,-084.5739412
13,067,031320,13067031320,313.20,Census Tract 313.20,G5020,S,2009061,0,+33.7781037,-084.5861018
13,067,031322,13067031322,313.22,Census Tract 313.22,G5020,S,4113012,0,+33.7916033,-084.6016145
13,067,031314,13067031314,313.14,Census Tract 313.14,G5020,S,8247213,174967,+33.8117408,-084.5066073
13,067,030361,13067030361,303.61,Census Tract 303.61,G5020,S,5269697,42763,+34.0339068,-084.5187871
13,067,030108,13067030108,301.08,Census Tract 301.08,G5020,S,16152947,927486,+34.0345154,-084.7073487
13,067,030244,13067030244,302.44,Census Tract 302.44,G5020,S,7961710,33413,+33.9981062,-084.6885166
13,067,030350,13067030350,303.50,Census Tract 303.50,G5020,S,2440742,12455,+34.0218541,-084.4767536
13,067,030262,13067030262,302.62,Census Tract 302.62,G5020,S,7053139,27791,+33.9331947,-084.6262778
13,067,031518,13067031518,315.18,Census Tract 315.18,G5020,S,3843181,0,+33.8844443,-084.6327236
13,067,030271,13067030271,302.71,Census Tract 302.71,G5020,S,6189092,0,+33.9103861,-084.6538898
13,067,031324,13067031324,313.24,Census Tract 313.24,G5020,S,6565833,5750,+33.8348391,-084.5568121
13,067,031319,13067031319,313.19,Census Tract 313.19,G5020,S,5411565,77307,+33.7730622,-084.5428810
13,067,031214,13067031214,312.14,Census Tract 312.14,G5020,S,4653268,166563,+33.8272323,-084.4758978
13,067,030113,13067030113,301.13,Census Tract 301.13,G5020,S,2187822,30698,+34.0680926,-084.6391776
13,067,030352,13067030352,303.52,Census Tract 303.52,G5020,S,8360656,287677,+33.9369194,-084.4272688
13,067,030351,13067030351,303.51,Census Tract 303.51,G5020,S,3141385,47383,+33.9435293,-084.4509850
13,067,031119,13067031119,311.19,Census Tract 311.19,G5020,S,4237039,69800,+33.8739171,-084.5760121
13,067,031218,13067031218,312.18,Census Tract 312.18,G5020,S,912636,17356,+33.8625998,-084.4746031
13,071,970800,13071970800,9708,Census Tract 9708,G5020,S,6536155,47085,+31.1633109,-083.8001153
13,097,080405,13097080405,804.05,Census Tract 804.05,G5020,S,63633719,30682,+33.6487385,-084.8605395
13,097,080514,13097080514,805.14,Census Tract 805.14,G5020,S,31211154,405551,+33.6565257,-084.7433967
13,097,080408,13097080408,804.08,Census Tract 804.08,G5020,S,43588330,54935,+33.7619608,-084.8283589
13,097,080407,13097080407,804.07,Census Tract 804.07,G5020,S,16060421,234110,+33.7429785,-084.8534159
13,097,080105,13097080105,801.05,Census Tract 801.05,G5020,S,22307046,196145,+33.7450237,-084.6145596
13,097,080106,13097080106,801.06,Census Tract 801.06,G5020,S,7050361,12942,+33.7963573,-084.6425875
13,097,080305,13097080305,803.05,Census Tract 803.05,G5020,S,11062659,3966,+33.7754266,-084.7317317
13,097,080104,13097080104,801.04,Census Tract 801.04,G5020,S,7956447,7552,+33.7778923,-084.6353051
13,097,080512,13097080512,805.12,Census Tract 805.12,G5020,S,10807718,62121,+33.6781968,-084.7472310
13,097,080607,13097080607,806.07,Census Tract 806.07,G5020,S,7671497,56655,+33.7273448,-084.7111686
13,097,080204,13097080204,802.04,Census Tract 802.04,G5020,S,6223777,102983,+33.7787900,-084.6629439
13,097,080107,13097080107,801.07,Census Tract 801.07,G5020,S,2936024,0,+33.7886180,-084.6242792
13,097,080307,13097080307,803.07,Census Tract 803.07,G5020,S,6968105,23811,+33.7623654,-084.7684775
13,097,080306,13097080306,803.06,Census Tract 803.06,G5020,S,4359507,29955,+33.7642892,-084.7547251
13,097,080406,13097080406,804.06,Census Tract 804.06,G5020,S,48594413,277237,+33.5991381,-084.8492568
13,097,080608,13097080608,806.08,Census Tract 806.08,G5020,S,6487972,60963,+33.7398613,-084.7066285
13,097,080203,13097080203,802.03,Census Tract 802.03,G5020,S,8832642,0,+33.7532261,-084.6738730
13,097,080513,13097080513,805.13,Census Tract 805.13,G5020,S,4113099,37181,+33.7009726,-084.7054153
13,097,080606,13097080606,806.06,Census Tract 806.06,G5020,S,18274420,260222,+33.6831512,-084.6684438
13,097,080605,13097080605,806.05,Census Tract 806.05,G5020,S,9404735,73870,+33.7211824,-084.6820221
13,097,080515,13097080515,805.15,Census Tract 805.15,G5020,S,11262562,0,+33.6763587,-084.7010265
13,063,040416,13063040416,404.16,Census Tract 404.16,G5020,S,3836995,5456,+33.5795255,-084.3543849
13,063,040525,13063040525,405.25,Census Tract 405.25,G5020,S,2320310,20086,+33.4980413,-084.3954969
13,135,050528,13135050528,505.28,Census Tract 505.28,G5020,S,5369983,146497,+34.0230891,-084.0060567
13,135,050530,13135050530,505.30,Census Tract 505.30,G5020,S,3548253,2264,+33.9978091,-084.0579916
13,135,050529,13135050529,505.29,Census Tract 505.29,G5020,S,5455746,16025,+34.0123647,-084.0534216
13,169,030101,13169030101,301.01,Census Tract 301.01,G5020,S,85847362,940122,+32.9520936,-083.6703556
13,169,030200,13169030200,302,Census Tract 302,G5020,S,508365524,1465674,+33.0949510,-083.5971174
13,245,010101,13245010101,101.01,Census Tract 101.01,G5020,S,7270168,1329899,+33.5075532,-082.0112808
13,245,010706,13245010706,107.06,Census Tract 107.06,G5020,S,30721364,184083,+33.3575257,-081.9950620
13,245,010507,13245010507,105.07,Census Tract 105.07,G5020,S,6856705,27662,+33.4341356,-082.0495841
13,245,010203,13245010203,102.03,Census Tract 102.03,G5020,S,5156833,24325,+33.4753791,-082.0759791
13,245,010201,13245010201,102.01,Census Tract 102.01,G5020,S,5995241,35060,+33.4934552,-082.0585527
13,245,000100,13245000100,1,Census Tract 1,G5020,S,4828599,14161,+33.4880609,-082.0196000
13,245,010400,13245010400,104,Census Tract 104,G5020,S,4844181,23277,+33.4410247,-082.0056380
13,277,960301,13277960301,9603.01,Census Tract 9603.01,G5020,S,17021964,432018,+31.4843420,-083.5333791
13,277,960302,13277960302,9603.02,Census Tract 9603.02,G5020,S,3496077,32333,+31.4643007,-083.5180972
13,277,960401,13277960401,9604.01,Census Tract 9604.01,G5020,S,14165472,540660,+31.4968586,-083.4906314
13,277,960402,13277960402,9604.02,Census Tract 9604.02,G5020,S,2565217,5540,+31.4627119,-083.4980630
13,277,960602,13277960602,9606.02,Census Tract 9606.02,G5020,S,4348012,1675,+31.4438198,-083.5035200
13,277,960601,13277960601,9606.01,Census Tract 9606.01,G5020,S,9876047,128606,+31.4346942,-083.4830018
13,063,040308,13063040308,403.08,Census Tract 403.08,G5020,S,9160464,9369,+33.6372452,-084.3896406
13,063,040204,13063040204,402.04,Census Tract 402.04,G5020,S,2731116,20884,+33.6040061,-084.4409621
13,063,040414,13063040414,404.14,Census Tract 404.14,G5020,S,2153436,2891,+33.5862404,-084.3745625
13,063,040521,13063040521,405.21,Census Tract 405.21,G5020,S,2623911,0,+33.5697564,-084.3905399
13,135,050218,13135050218,502.18,Census Tract 502.18,G5020,S,3345198,63683,+33.9884597,-084.1405441
13,135,050317,13135050317,503.17,Census Tract 503.17,G5020,S,1286259,15552,+33.9463722,-084.2420397
13,165,960200,13165960200,9602,Census Tract 9602,G5020,S,378112905,3736523,+32.7133409,-082.0043472
13,165,960100,13165960100,9601,Census Tract 9601,G5020,S,521593042,9459412,+32.8496345,-081.9353946
13,135,050318,13135050318,503.18,Census Tract 503.18,G5020,S,857136,0,+33.9545355,-084.2473775
13,135,050215,13135050215,502.15,Census Tract 502.15,G5020,S,7287696,27626,+33.9656651,-084.1142632
13,063,040615,13063040615,406.15,Census Tract 406.15,G5020,S,3200026,43938,+33.5415715,-084.3039305
13,063,040617,13063040617,406.17,Census Tract 406.17,G5020,S,1080667,5687,+33.5584265,-084.2673233
13,063,040203,13063040203,402.03,Census Tract 402.03,G5020,S,2916362,3884,+33.6075112,-084.4529581
13,063,040417,13063040417,404.17,Census Tract 404.17,G5020,S,5173628,15500,+33.5617454,-084.3532446
13,063,040522,13063040522,405.22,Census Tract 405.22,G5020,S,4961734,16302,+33.5870535,-084.4021627
13,063,040523,13063040523,405.23,Census Tract 405.23,G5020,S,2665225,1216,+33.5599525,-084.4092722
13,135,050322,13135050322,503.22,Census Tract 503.22,G5020,S,5085907,114743,+33.9897433,-084.2369884
13,135,050321,13135050321,503.21,Census Tract 503.21,G5020,S,5147054,97339,+33.9730618,-084.2428219
13,047,030600,13047030600,306,Census Tract 306,G5020,S,6545605,32573,+34.9738035,-085.2461887
13,047,030100,13047030100,301,Census Tract 301,G5020,S,145113407,44712,+34.9096556,-085.0603848
13,047,030402,13047030402,304.02,Census Tract 304.02,G5020,S,21551766,207638,+34.9703365,-085.1757893
13,183,980000,13183980000,9800,Census Tract 9800,G5020,S,113234580,327381,+31.9415442,-081.8155313
13,135,050433,13135050433,504.33,Census Tract 504.33,G5020,S,1262773,16489,+33.8829632,-084.2069183
13,135,050435,13135050435,504.35,Census Tract 504.35,G5020,S,4168833,62582,+33.9041774,-084.1351366
13,139,001405,13139001405,14.05,Census Tract 14.05,G5020,S,6578913,27731,+34.2359913,-083.8757783
13,139,001406,13139001406,14.06,Census Tract 14.06,G5020,S,4458597,18382,+34.2510554,-083.8750129
13,139,000402,13139000402,4.02,Census Tract 4.02,G5020,S,9594256,1692453,+34.3529725,-083.8857148
13,139,000401,13139000401,4.01,Census Tract 4.01,G5020,S,8949319,4894128,+34.3441593,-083.8609284
13,139,000601,13139000601,6.01,Census Tract 6.01,G5020,S,5513077,1192430,+34.3283490,-083.8079923
13,139,000502,13139000502,5.02,Census Tract 5.02,G5020,S,8026080,2458688,+34.3571063,-083.8519951
13,139,000602,13139000602,6.02,Census Tract 6.02,G5020,S,22983703,827370,+34.3303837,-083.7757583
13,139,000902,13139000902,9.02,Census Tract 9.02,G5020,S,3213579,148319,+34.3056391,-083.8385309
13,139,001204,13139001204,12.04,Census Tract 12.04,G5020,S,34914549,147199,+34.2281553,-083.7972368
13,139,000307,13139000307,3.07,Census Tract 3.07,G5020,S,15645296,3380240,+34.3470866,-083.9254292
13,139,001609,13139001609,16.09,Census Tract 16.09,G5020,S,7544915,245900,+34.1504327,-083.9058524
13,139,001610,13139001610,16.10,Census Tract 16.10,G5020,S,6851732,0,+34.1667096,-083.8980173
13,139,001005,13139001005,10.05,Census Tract 10.05,G5020,S,5352503,105428,+34.2714795,-083.8820377
13,139,001007,13139001007,10.07,Census Tract 10.07,G5020,S,1935094,3320,+34.2792416,-083.8603320
13,139,001008,13139001008,10.08,Census Tract 10.08,G5020,S,3711034,0,+34.2915162,-083.8477507
13,139,000901,13139000901,9.01,Census Tract 9.01,G5020,S,3773514,155235,+34.3150836,-083.8303204
13,139,001612,13139001612,16.12,Census Tract 16.12,G5020,S,4732968,73007,+34.1207796,-083.8434605
13,139,001611,13139001611,16.11,Census Tract 16.11,G5020,S,11423297,65758,+34.1270410,-083.8636662
13,139,000703,13139000703,7.03,Census Tract 7.03,G5020,S,11561619,17154,+34.2986721,-083.7807206
13,139,001006,13139001006,10.06,Census Tract 10.06,G5020,S,10699368,6378973,+34.2748860,-083.9223889
13,139,000704,13139000704,7.04,Census Tract 7.04,G5020,S,18142579,44994,+34.2725884,-083.7475288
13,139,000501,13139000501,5.01,Census Tract 5.01,G5020,S,9269998,3932636,+34.3489148,-083.8070600
13,139,000206,13139000206,2.06,Census Tract 2.06,G5020,S,94614498,1165482,+34.4508898,-083.7350055
13,139,001303,13139001303,13.03,Census Tract 13.03,G5020,S,8467719,107750,+34.2002083,-083.8423931
13,139,001304,13139001304,13.04,Census Tract 13.04,G5020,S,22863264,142084,+34.2429868,-083.8314914
13,139,001203,13139001203,12.03,Census Tract 12.03,G5020,S,2734726,6054,+34.2836482,-083.8183738
13,139,000205,13139000205,2.05,Census Tract 2.05,G5020,S,30428060,2071583,+34.3869976,-083.7693794
13,139,000306,13139000306,3.06,Census Tract 3.06,G5020,S,14827032,8281779,+34.3129641,-083.9123143
13,159,010100,13159010100,101,Census Tract 101,G5020,S,197415226,1604230,+33.4173006,-083.6219248
13,159,010200,13159010200,102,Census Tract 102,G5020,S,148993544,3427640,+33.4111660,-083.7217933
13,245,000600,13245000600,6,Census Tract 6,G5020,S,2317395,125281,+33.4656402,-081.9581380
13,317,010302,13317010302,103.02,Census Tract 103.02,G5020,S,341317621,7095842,+33.6834544,-082.6796876
13,067,030107,13067030107,301.07,Census Tract 301.07,G5020,S,4112773,1899,+34.0705688,-084.6199271
13,067,031409,13067031409,314.09,Census Tract 314.09,G5020,S,13498218,11929,+33.8372094,-084.6426281
13,135,050539,13135050539,505.39,Census Tract 505.39,G5020,S,2334592,0,+33.9440834,-084.0930633
13,135,050536,13135050536,505.36,Census Tract 505.36,G5020,S,7574642,45126,+33.9556385,-084.0346568
13,067,030413,13067030413,304.13,Census Tract 304.13,G5020,S,1441815,0,+33.9183950,-084.4753526
13,067,030414,13067030414,304.14,Census Tract 304.14,G5020,S,2457352,18830,+33.9160437,-084.4925981
13,067,030412,13067030412,304.12,Census Tract 304.12,G5020,S,2000219,5818,+33.9279501,-084.5038866
13,071,970400,13071970400,9704,Census Tract 9704,G5020,S,74568116,1021793,+31.2029810,-083.7009607
13,077,170801,13077170801,1708.01,Census Tract 1708.01,G5020,S,138927645,976247,+33.2754731,-084.8583509
